"County","FIPS","Year","Occupation","Business Type","Measure Type","Variable","Value"
"Connecticut","09","2010-2014","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",0.3
"Connecticut","09","2010-2014","Service","Total","Number","Employment",316946
"Connecticut","09","2010-2014","Service","Total","Number","Margins of Error",4843
"Connecticut","09","2010-2014","Service","Self-Employed, Incorporated","Percent","Employment",1.9
"Connecticut","09","2010-2014","Service","Self-Employed, Incorporated","Percent","Margins of Error",0.2
"Connecticut","09","2010-2014","Service","Self-Employed, Not Incorporated","Percent","Employment",9
"Connecticut","09","2010-2014","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",0.3
"Connecticut","09","2010-2014","Service","Government","Percent","Employment",14.8
"Connecticut","09","2010-2014","Service","Government","Percent","Margins of Error",0.5
"Connecticut","09","2010-2014","Service","Private, Profit","Percent","Employment",65.5
"Connecticut","09","2010-2014","Service","Private, Profit","Percent","Margins of Error",0.6
"Connecticut","09","2010-2014","Service","Private, Not-for-profit","Percent","Employment",8.7
"Connecticut","09","2010-2014","Service","Private, Not-for-profit","Percent","Margins of Error",0.3
"Connecticut","09","2010-2014","Sales and office","Total","Number","Employment",419718
"Connecticut","09","2010-2014","Sales and office","Total","Number","Margins of Error",3975
"Connecticut","09","2010-2014","Sales and office","Self-Employed, Incorporated","Percent","Employment",3.1
"Connecticut","09","2010-2014","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",0.2
"Connecticut","09","2010-2014","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",4.2
"Connecticut","09","2010-2014","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",0.2
"Connecticut","09","2010-2014","Sales and office","Government","Percent","Employment",8.5
"Connecticut","09","2010-2014","Sales and office","Government","Percent","Margins of Error",0.3
"Connecticut","09","2010-2014","Sales and office","Private, Profit","Percent","Employment",77.7
"Connecticut","09","2010-2014","Sales and office","Private, Profit","Percent","Margins of Error",0.4
"Connecticut","09","2010-2014","Sales and office","Private, Not-for-profit","Percent","Employment",6.5
"Connecticut","09","2010-2014","Sales and office","Private, Not-for-profit","Percent","Margins of Error",0.3
"Connecticut","09","2010-2014","Natural resources, construction, and maintenance","Total","Number","Employment",130456
"Connecticut","09","2010-2014","Natural resources, construction, and maintenance","Total","Number","Margins of Error",2348
"Connecticut","09","2010-2014","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Employment",5.6
"Connecticut","09","2010-2014","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"Connecticut","09","2010-2014","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Employment",17
"Connecticut","09","2010-2014","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Margins of Error",0.9
"Connecticut","09","2010-2014","Natural resources, construction, and maintenance","Government","Percent","Employment",7.2
"Connecticut","09","2010-2014","Natural resources, construction, and maintenance","Government","Percent","Margins of Error",0.5
"Connecticut","09","2010-2014","Natural resources, construction, and maintenance","Private, Profit","Percent","Employment",67.3
"Connecticut","09","2010-2014","Natural resources, construction, and maintenance","Private, Profit","Percent","Margins of Error",1
"Connecticut","09","2010-2014","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",3
"Connecticut","09","2010-2014","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",0.4
"Connecticut","09","2010-2014","Production, transportation, and material moving","Total","Number","Employment",169867
"Connecticut","09","2010-2014","Production, transportation, and material moving","Total","Number","Margins of Error",2501
"Connecticut","09","2010-2014","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",1.4
"Connecticut","09","2010-2014","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",0.2
"Connecticut","09","2010-2014","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",3
"Connecticut","09","2010-2014","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",0.3
"Connecticut","09","2010-2014","Production, transportation, and material moving","Government","Percent","Employment",4.6
"Connecticut","09","2010-2014","Production, transportation, and material moving","Government","Percent","Margins of Error",0.4
"Connecticut","09","2010-2014","Production, transportation, and material moving","Private, Profit","Percent","Employment",88
"Connecticut","09","2010-2014","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",0.6
"Connecticut","09","2010-2014","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",3.1
"Connecticut","09","2010-2014","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",0.3
"Connecticut","09","2011-2015","All","Total","Number","Employment",1781417
"Connecticut","09","2011-2015","All","Total","Number","Margins of Error",5291
"Connecticut","09","2011-2015","All","Self-Employed, Incorporated","Percent","Employment",3.3
"Connecticut","09","2011-2015","All","Self-Employed, Incorporated","Percent","Margins of Error",0.1
"Connecticut","09","2011-2015","All","Self-Employed, Not Incorporated","Percent","Employment",6.5
"Connecticut","09","2011-2015","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.1
"Connecticut","09","2011-2015","All","Government","Percent","Employment",13.2
"Connecticut","09","2011-2015","All","Government","Percent","Margins of Error",0.2
"Connecticut","09","2011-2015","All","Private, Profit","Percent","Employment",67.2
"Connecticut","09","2011-2015","All","Private, Profit","Percent","Margins of Error",0.2
"Connecticut","09","2011-2015","All","Private, Not-for-profit","Percent","Employment",9.8
"Connecticut","09","2011-2015","All","Private, Not-for-profit","Percent","Margins of Error",0.1
"Connecticut","09","2011-2015","Management, business, science, and arts","Total","Number","Employment",742911
"Connecticut","09","2011-2015","Management, business, science, and arts","Total","Number","Margins of Error",5716
"Connecticut","09","2011-2015","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Employment",4.2
"Connecticut","09","2011-2015","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Margins of Error",0.2
"Connecticut","09","2011-2015","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Employment",5.8
"Connecticut","09","2011-2015","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Margins of Error",0.2
"Connecticut","09","2011-2015","Management, business, science, and arts","Government","Percent","Employment",18.5
"Connecticut","09","2011-2015","Management, business, science, and arts","Government","Percent","Margins of Error",0.3
"Connecticut","09","2011-2015","Management, business, science, and arts","Private, Profit","Percent","Employment",56.5
"Connecticut","09","2011-2015","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",0.4
"Connecticut","09","2011-2015","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",15
"Connecticut","09","2011-2015","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",0.3
"Connecticut","09","2011-2015","Service","Total","Number","Employment",316659
"Connecticut","09","2011-2015","Service","Total","Number","Margins of Error",4274
"Connecticut","09","2011-2015","Service","Self-Employed, Incorporated","Percent","Employment",2
"Connecticut","09","2011-2015","Service","Self-Employed, Incorporated","Percent","Margins of Error",0.2
"Connecticut","09","2011-2015","Service","Self-Employed, Not Incorporated","Percent","Employment",8.9
"Connecticut","09","2011-2015","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",0.4
"Connecticut","09","2011-2015","Service","Government","Percent","Employment",14.6
"Connecticut","09","2011-2015","Service","Government","Percent","Margins of Error",0.5
"Connecticut","09","2011-2015","Service","Private, Profit","Percent","Employment",65.9
"Connecticut","09","2011-2015","Service","Private, Profit","Percent","Margins of Error",0.6
"Connecticut","09","2011-2015","Service","Private, Not-for-profit","Percent","Employment",8.5
"Connecticut","09","2011-2015","Service","Private, Not-for-profit","Percent","Margins of Error",0.4
"Connecticut","09","2011-2015","Sales and office","Total","Number","Employment",419056
"Connecticut","09","2011-2015","Sales and office","Total","Number","Margins of Error",5024
"Connecticut","09","2011-2015","Sales and office","Self-Employed, Incorporated","Percent","Employment",3
"Connecticut","09","2011-2015","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",0.2
"Connecticut","09","2011-2015","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",4.1
"Connecticut","09","2011-2015","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",0.2
"Connecticut","09","2011-2015","Sales and office","Government","Percent","Employment",8.5
"Connecticut","09","2011-2015","Sales and office","Government","Percent","Margins of Error",0.3
